0.05,2.2
0.1,2.5
0.15,1.8
0.2,1.7
0.25,0.8
0.3,4.2
0.35,3.9
0.4,1.4
0.45,0.8
0.5,0.8
0.55,0.7
0.6,0.9
0.65,0.8
0.7,0.8
0.75,0.8
0.8,0.8
0.85,0.7
0.9,0.8
0.95,0.7
1.0,3.8
1.05,2.0
1.1,0.7
1.15,0.7
1.2,0.7
1.25,0.8
1.3,0.7
1.35,0.7
1.4,0.7
1.45,0.7
1.5,3.6
